车名	评分	购买地点	购买时间	购买价格	油耗+里程	序号	列1	空间	动力	操控	油耗	舒适性	外观	内饰	性价比	购车目的	Attributes	Sentences	Label
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	外观设计	"['外形的话、昂科威走的是美系车的赶脚、自己也是喜欢！', '车的腰线还是不错的,上图给大家看看！', '外观还是', '还是喜欢肌肉感强点的车型,而且作为90后肯定喜欢配置高']"	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	灯具	['侧面44度、大灯犀利！']	neutral
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	电路器件	['电动调节']	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	车内附件	['主驾驶测后视镜']	neutral
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	多媒体	['高配纯液晶']	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州	2018/3/1	23.00万元	9.2升/百公里500公里	10028	4.75	5	5	5	4	5	5	5	5	上下班自驾游跑长途	行驶	['什么胎压']	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	舒适性	"['一个是隔音,相当棒,配合主动降噪功能,身边朋友们都说好。', '可能是厂家考虑到车身的行驶稳定性,调教的有点太硬', '异味异响：新车头一周味道真心有点刺鼻,受不了。']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	燃油系统	"['另一个就是油耗表现了,我绝大部分跑市内,平均速度22左右', '油耗居然还能控制在9个以内我十分满意,如果上高速按110来定速巡航,我估计百公里六个油应该压力不大吧。', '目前2020公里油耗8.', '自然油耗就比不大的高', '5T油耗低也是考量范围之内的。']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	车身空间	"['61吨的车身自重', '后排空间能翘二郎腿,中间又是纯平的。', '后备箱的空间对我来说小了点', '天窗周围有点小声音不是很明显。', '电动后备箱,氛围等等等。']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	动力性能	"['5T动力169匹马力,现在来说在家用车里算中等偏上。', '动力在家用来说绝对够了,哈哈。', '比如上坡过程中遇到堵车速度慢了,看着要停下来结果又要走', '动力家用足够,二挡以后还是很给力的,正常超车都没问题', '以达到提升转速提高动力的目的。', '排量低开空调', '大排量开']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	外观设计	"['外观饱满圆润,稍稍偏稳重。', '外观怎么样？', '真不是一半改装能达到的昂科威的外观看着相当饱满圆润,同时又不失稳重,家用足够,完全符合我这年龄的需求。']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	传动	"['5T配的这款干式双离合变速箱,吐槽的相当多。', '在你加油的一瞬间刚刚好遇到变速箱降档,那恭喜,顿挫来了。', '这时候总是自动切换档位,会感觉有点不给力,建议根据路况用L档来限制档位']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	内饰	"['辛亏后排是可以向前移动的。', '后排有点遭罪,硬接触的感觉。', '内饰是亮点,中控台面设计的相当具有豪华感,摸着也不错。', '相信很多人都是冲着这内饰去的吧。', '和精英一万的差价多了副驾驶电动座椅', '后排可移动调节']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	配气系统	"['而且涡轮的介入感很小,满意150以内稳稳的没毛病']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	转向	"['方向盘指向精确,可以用沉稳两个字来形容。']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	悬挂	"['悬架整体调教的挺不错,一般的小坑洼路面都能悄悄过滤掉,有点不满意的就是后悬挂,尤其过减速带的时候砰的一声']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	空调	"['空调：空调效果相当的好', '低开空调', '开空调']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	发动机	['但由于时候发动机负荷会加大']	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	保养	"['现在普遍三万加的优惠,性价比相当的高了吧。']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	绵阳	2017/4/1	21.79万元	8.8升/百公里2020公里	8990	4.25	4	4	4	5	4	5	5	5	上下班购物接送小孩自驾游	灯具	"['氙气大灯带清洗', '看看照片里原车氙气大灯效果']"	positive
